close,rsi,rsi_price_line,rsi_signal_line,mbl,volume
96.95661191825414,54,49,59,95.01747967988905,364
96.1213938337274,58,53,63,94.19896595705285,779
95.84555155845355,34,29,39,93.92864052728447,448
95.44964769622628,38,33,43,93.54065474230175,291
95.09874198893992,49,44,54,93.19676714916112,624
95.18685925490517,67,62,72,93.28312206980706,305
94.90158835276709,50,45,55,93.00355658571175,807
93.90696133590342,68,63,73,92.02882210918534,293
94.36317013374016,31,26,36,92.47590673106535,149
94.2225973547859,32,27,37,92.33814540769018,584
94.15842826453652,40,35,45,92.2752596992458,309
93.60674186625195,28,23,33,91.73460702892692,446
93.2753453594307,35,30,40,91.40983845224208,586
93.60308138783212,35,30,40,91.73101976007547,143
93.00753412777294,24,19,29,91.14738344521749,271
93.49109853610966,29,24,34,91.62127656538746,902
93.89537264724603,69,64,74,92.01746519430111,810
94.61651445974036,30,25,35,92.72418417054556,872
94.85635636084022,75,70,80,92.95922923362342,309
95.06849827384978,33,28,38,93.16712830837278,564
94.538578728115,22,17,27,92.64780715355269,175
95.26609656540109,79,74,84,93.36077463409306,160
96.02549387573305,64,59,69,94.10498399821839,209
95.7797004407462,24,19,29,93.86410643193128,699
96.67560717333767,27,22,32,94.74209502987091,550
96.39537305603977,78,73,83,94.46746559491898,837
96.70109214755678,75,70,80,94.76707030460564,924
96.50917692954253,66,61,71,94.57899339095168,969
96.67286112254924,58,53,63,94.73940390009825,256
96.67792345797756,76,71,81,94.744364988818,926
97.5564437027133,59,54,64,95.60531482865903,703
98.07355683162491,24,19,29,96.11208569499242,906
98.3409446195442,60,55,65,96.37412572715331,850
98.51569482678256,57,52,62,96.5453809302469,143
97.79491913952995,35,30,40,95.83902075673934,958
97.59772217748913,78,73,83,95.64576773393935,873
97.16444299214822,56,51,61,95.22115413230526,669
97.62668067924207,70,65,75,95.67414706565722,324
97.91128715823278,20,15,25,95.95306141506812,349
98.04673338623589,62,57,67,96.08579871851117,805
97.87366839743254,56,51,61,95.91619502948389,331
97.3797237749924,23,18,28,95.43212929949254,731
98.00003083149952,45,40,50,96.04003021486952,724
97.59630063863625,25,20,30,95.64437462586352,861
97.10394699753411,47,42,52,95.16186805758342,382
96.7363637016696,56,51,61,94.80163642763621,256
96.16948253776377,71,66,76,94.24609288700849,909
96.15629504314425,35,30,40,94.23316914228137,109
96.11495411911193,22,17,27,94.19265503672969,724
95.66607545382568,20,15,25,93.75275394474917,400
95.53729121850276,25,20,30,93.6265453941327,111
95.40919301784137,68,63,73,93.50100915748455,828
95.63299420944759,58,53,63,93.72033432525863,398
96.23214930149774,40,35,45,94.30750631546779,725
96.26135826837269,62,57,67,94.33613110300523,591
95.98582539478465,61,56,66,94.06610888688895,196
95.57392652228782,51,46,56,93.66244799184206,415
95.5346786097395,66,61,71,93.62398503754471,204
95.81964285819426,63,58,68,93.90325000103037,921
96.30468120843021,63,58,68,94.37858758426161,808
97.0260723210453,57,52,62,95.0855508746244,294
96.51717898173709,60,55,65,94.58683540210235,310
96.8976887508043,42,37,47,94.95973497578822,864
96.86149060501081,31,26,36,94.9242607929106,964
96.71587603274173,71,66,76,94.7815585120869,844
96.79738882547295,59,54,64,94.86144104896348,522
97.01650663406276,48,43,53,95.07617650138151,364
96.62509853067282,72,67,77,94.69259656005936,942
97.16180870555011,41,36,46,95.21857253143911,834
97.9709553456465,50,45,55,96.01153623873357,221
98.02557160667688,53,48,58,96.06506017454333,810
97.77707198889867,32,27,37,95.8215305491207,415
97.67338037514247,66,61,71,95.71991276763963,861
98.5410381130405,51,46,56,96.57021735077969,915
99.52814393176952,52,47,57,97.53758105313413,937
98.99527685157368,34,29,39,97.01537131454221,729
99.1491190080194,34,29,39,97.166136627859,878
99.06936129520652,26,21,31,97.08797406930239,938
99.00064910768096,73,68,78,97.02063612552733,372
98.51747122850848,23,18,28,96.54712180393831,483
98.7243631777502,29,24,34,96.7498759141952,539
98.53106485289356,62,57,67,96.56044355583569,367
98.83099354827276,40,35,45,96.85437367730731,865
99.02743550855588,59,54,64,97.04688679838476,215
99.06297182419773,66,61,71,97.08171238771378,992
99.39160891019827,28,23,33,97.4037767319943,313
98.97856725362566,54,49,59,96.99899590855314,804
99.49332929042437,40,35,45,97.50346270461588,967
99.02144896693466,56,51,61,97.04101998759596,798
98.82008085383691,29,24,34,96.84367923676017,455
98.25650366294829,31,26,36,96.29137358968933,131
99.2619099581021,48,43,53,97.27667175894005,111
97.99435591691677,76,71,81,96.03446879857843,543
97.68294462980319,64,59,69,95.72928573720712,386
97.65482549528086,72,67,77,95.70172898537524,945
97.38013913597146,24,19,29,95.43253635325203,603
96.99710888069643,74,69,79,95.0571667030825,246
97.6212417492381,47,42,52,95.66881691425333,594
97.99246846082477,36,31,41,96.03261909160827,564
97.78754355415262,42,37,47,95.83179268306957,519
97.73734343815589,59,54,64,95.78259656939277,575
98.33274779372464,78,73,83,96.36609283785015,417
98.37085861083729,39,34,44,96.40344143862055,501
99.05255324290609,23,18,28,97.07150217804796,982
99.14109415386626,69,64,74,97.15827227078894,139
99.84629833286004,30,25,35,97.84937236620284,868
99.47277410014043,59,54,64,97.48331861813762,357
98.72310643845995,75,70,80,96.74864430969075,144
98.60106732108173,53,48,58,96.62904597466009,123
98.79362096258116,66,61,71,96.81774854332953,614
98.45459287485285,75,70,80,96.48550101735579,374
98.5721668063292,29,24,34,96.60072347020261,768
99.29478502869745,67,62,72,97.3088893281235,767
99.28284891996299,78,73,83,97.29719194156372,775
99.40215156784022,78,73,83,97.41410853648341,579
100.20424576922122,33,28,38,98.20016085383679,677
100.30328830529555,49,44,54,98.29722253918963,593
100.07050594122448,38,33,43,98.06909582239999,746
100.00339151897145,64,59,69,98.00332368859202,964
100.0420136127163,28,23,33,98.04117334046198,392
100.34004082172616,42,37,47,98.33324000529164,680
99.57903696097536,30,25,35,97.58745622175584,894
99.26009609517592,74,69,79,97.2748941732724,757
99.1821578903458,68,63,73,97.19851473253888,507
98.82936275230071,58,53,63,96.8527754972547,238
99.07476042916777,51,46,56,97.09326522058441,765
98.79573293957985,58,53,63,96.81981828078825,196
98.6866332430549,69,64,74,96.7129005781938,206
99.86584433903847,26,21,31,97.86852745225771,264
99.57611502549933,20,15,25,97.58459272498935,160
99.68195133859281,66,61,71,97.68831231182095,934
99.37950078632997,55,50,60,97.39191077060337,313
100.11292876483266,54,49,59,98.11067018953601,681
100.25900709309813,50,45,55,98.25382695123616,469
98.52937356364707,24,19,29,96.55878609237412,711
98.68899802058903,24,19,29,96.71521806017725,128
99.20198399217338,45,40,50,97.21794431232992,126
99.83250952824245,53,48,58,97.8358593376776,856
99.44612975626053,27,22,32,97.45720716113532,389
99.23680996419795,33,28,38,97.25207376491399,670
98.85816946542305,49,44,54,96.88100607611459,564
98.44505495643602,50,45,55,96.4761538573073,916
98.80454439040419,39,34,44,96.8284535025961,128
99.11604847755981,69,64,74,97.13372750800862,652
98.7610112087519,59,54,64,96.78579098457685,917
98.36475145636565,29,24,34,96.39745642723834,392
98.57631439212008,57,52,62,96.60478810427767,569
98.29634541535582,38,33,43,96.33041850704869,723
97.69395095695599,71,66,76,95.74007193781686,287
97.27590595593692,50,45,55,95.33038783681818,617
97.61653572644148,74,69,79,95.66420501191266,174
97.86085824057857,51,46,56,95.903641075767,642
99.22914998211007,39,34,44,97.24456698246787,501
99.19746788822921,76,71,81,97.21351853046463,491
99.06239253055422,46,41,51,97.08114467994314,683
99.76142692645055,22,17,27,97.76619838792153,959
99.32791751571317,28,23,33,97.3413591653989,631
99.63362287557496,36,31,41,97.64095041806345,411
99.70502243031068,74,69,79,97.71092198170446,326
99.73824076330983,68,63,73,97.74347594804364,851
101.26783597944613,53,48,58,99.2424792598572,889
102.01239131829449,53,48,58,99.9721434919286,829
101.95139129276228,75,70,80,99.91236346690704,491
101.2670593250716,58,53,63,99.24171813857016,464
101.1696450720051,38,33,43,99.14625217056499,243
101.27708785702191,67,62,72,99.25154609988147,244
100.93937515741432,39,34,44,98.92058765426603,548
101.12701227472216,58,53,63,99.10447202922772,221
101.20728134514474,74,69,79,99.18313571824184,882
101.6194840262229,70,65,75,99.58709434569845,336
102.61494555776494,20,15,25,100.56264664660964,786
102.4402469371524,64,59,69,100.39144199840935,694
102.60867071010331,63,58,68,100.55649729590124,405
102.77540662860802,56,51,61,100.71989849603587,468
102.93171305744166,25,20,30,100.87307879629282,425
101.68950647222209,56,51,61,99.65571634277765,235
101.96717741547116,20,15,25,99.92783386716174,273
101.45330349659542,27,22,32,99.42423742666351,936
101.92084144124709,22,17,27,99.88242461242214,173
102.41614058674134,63,58,68,100.3678177750065,602
102.74271555478447,41,36,46,100.68786124368877,101
103.13989544119602,43,38,48,101.0770975323721,705
103.35377839658241,41,36,46,101.28670282865076,207
103.33397081311232,75,70,80,101.26729139685007,704
103.46231744745357,62,57,67,101.39307109850449,435
103.45690604971927,39,34,44,101.38776792872488,106
102.77856381895913,41,36,46,100.72299254257995,837
103.56271282037324,35,30,40,101.49145856396576,973
103.66984325677223,41,36,46,101.59644639163677,189
102.98475270075184,60,55,65,100.9250576467368,648
103.57165839878397,24,19,29,101.50022523080828,310
103.69729686808665,33,28,38,101.62335093072492,583
103.78566375591272,37,32,42,101.70995048079446,200
103.96138374782716,64,59,69,101.88215607287061,479
103.35743137511932,54,49,59,101.29028274761693,864
103.15311490225747,55,50,60,101.09005260421232,820
104.01646524615288,31,26,36,101.93613594122982,422
103.82933677290777,50,45,55,101.75275003744962,724
103.69439314741469,78,73,83,101.62050528446639,176
103.15889502203842,57,52,62,101.09571712159766,150
103.28956143423667,64,59,69,101.22377020555194,882
103.90953316587246,22,17,27,101.831342502555,473
104.0979762317988,55,50,60,102.01601670716282,721
104.58010840100754,74,69,79,102.48850623298738,883
103.784872146582,74,69,79,101.70917470365036,256
104.14841029689882,78,73,83,102.06544209096084,581
104.61990777612606,66,61,71,102.52750962060354,446
104.78256212490736,35,30,40,102.68691088240921,567
104.62863224078545,67,62,72,102.53605959596973,872
104.03510904766551,27,22,32,101.9544068667122,262
103.46802250706516,28,23,33,101.39866205692385,278
103.43482492439286,75,70,80,101.366128425905,991
102.86062697719358,79,74,84,100.8034144376497,554
102.34551077565486,69,64,74,100.29860056014176,972
102.82144966858922,66,61,71,100.76502067521744,180
102.72518879850257,46,41,51,100.67068502253252,340
103.34047669182362,69,64,74,101.27366715798715,355
103.95512027151611,57,52,62,101.87601786608579,313
104.0432158991022,58,53,63,101.96235158112015,343
103.98053062360286,70,65,75,101.90092001113081,297
103.69940978618077,34,29,39,101.62542159045715,196
103.16399787428882,46,41,51,101.10071791680305,997
103.65783663836197,42,37,47,101.58467990559473,966
103.8604235126599,69,64,74,101.78321504240671,825
104.76334244338538,21,16,26,102.66807559451767,463
105.65016889169996,53,48,58,103.53716551386596,908
106.00675829563686,56,51,61,103.88662312972411,589
105.843528139493,54,49,59,103.72665757670315,134
105.60753035098136,29,24,34,103.49537974396173,167
105.57040309931502,75,70,80,103.45899503732872,555
105.40849329861533,71,66,76,103.30032343264301,778
105.66366788006036,55,50,60,103.55039452245914,325
105.94634880647959,49,44,54,103.82742183034999,736
105.854685729891,66,61,71,103.73759201529317,249
106.06068704556397,65,60,70,103.93947330465268,889
106.96414508598514,35,30,40,104.82486218426543,356
106.9213733858668,43,38,48,104.78294591814947,969
106.80287356474587,74,69,79,104.66681609345095,568
107.1213170329018,73,68,78,104.97889069224377,627
108.16890893350781,71,66,76,106.00553075483765,281
107.60199059874536,68,63,73,105.44995078677044,552
107.81501019887124,59,54,64,105.65870999489381,879
107.72873333908386,72,67,77,105.57415867230218,173
108.85945855733154,77,72,82,106.6822693861849,854
108.64031267240337,62,57,67,106.4675064189553,648
108.48764398561687,58,53,63,106.31789110590454,823
107.59969643082998,56,51,61,105.44770250221337,292
107.63608869640736,73,68,78,105.4833669224792,510
106.24930157822799,23,18,28,104.12431554666342,325
106.51304900354175,27,22,32,104.38278802347091,717
106.3266911317223,40,35,45,104.20015730908786,270
105.73325289167704,72,67,77,103.61858783384349,997
106.09079753006704,53,48,58,103.96898157946569,367
106.75708602624351,60,55,65,104.62194430571864,428
106.4549644613555,23,18,28,104.32586517212839,191
106.58390209177335,29,24,34,104.45222404993788,105
106.20626308994352,72,67,77,104.08213782814465,407
106.55599408040584,73,68,78,104.42487419879772,605
106.15581156505046,74,69,79,104.03269533374944,439
107.0513709922925,33,28,38,104.91034357244665,922
106.4450492473403,22,17,27,104.31614826239348,504
105.64021594232948,36,31,41,103.52741162348289,983
105.33018974326865,46,41,51,103.22358594840327,855
105.90732734985531,37,32,42,103.7891808028582,714
105.53675043018562,38,33,43,103.42601542158191,696
105.60813875478097,59,54,64,103.49597597968534,385
104.8317059307978,76,71,81,102.73507181218184,557
104.2742808266765,42,37,47,102.18879521014297,671
104.51561428398576,27,22,32,102.42530199830604,452
103.83587069729715,37,32,42,101.75915328335121,669
103.51942001532618,79,74,84,101.44903161501965,757
103.58224289029577,31,26,36,101.51059803248985,664
104.5074616927149,44,39,49,102.4173124588606,655
104.90964030284435,23,18,28,102.81144749678747,504
104.85819453219308,47,42,52,102.76103064154921,111
105.34266637939604,42,37,47,103.23581305180811,524
105.31662589755021,60,55,65,103.21029337959921,974
104.85571926643713,68,63,73,102.75860488110838,675
104.80717263204001,71,66,76,102.7110291793992,458
104.81047917310103,24,19,29,102.714269589639,479
105.86606393108652,45,40,50,103.74874265246478,870
106.23673928796259,33,28,38,104.11200450220333,632
106.40376548467962,75,70,80,104.27569017498602,249
107.2820851910019,24,19,29,105.13644348718186,147
107.49256143890904,72,67,77,105.34271021013085,718
107.02441536400453,37,32,42,104.88392705672443,299
107.33771579040567,69,64,74,105.19096147459756,348
107.23389105238351,43,38,48,105.08921323133585,150
107.76670215137283,25,20,30,105.61136810834537,496
107.38783970517292,41,36,46,105.24008291106946,935
107.40594630386835,41,36,46,105.25782737779097,528
107.99745077425729,57,52,62,105.83750175877213,544
107.59141196914645,54,49,59,105.43958372976351,272
107.39016993329513,67,62,72,105.24236653462923,252
106.77402283726359,42,37,47,104.63854238051832,762
107.08311035903503,79,74,84,104.94144815185433,983
107.51983264257414,42,37,47,105.36943598972266,516
107.94769757248079,52,47,57,105.78874362103117,735
107.43782157823865,43,38,48,105.28906514667388,266
107.76606569005031,73,68,78,105.6107443762493,914
108.21820767855908,71,66,76,106.0538435249879,961
108.5673667370267,68,63,73,106.39601940228617,592
107.09390988092667,29,24,34,104.95203168330814,898
106.6357987636866,25,20,30,104.50308278841285,145
105.96960865672,40,35,45,103.8502164835856,378
105.60302181598757,30,25,35,103.49096137966782,259
105.68789016663939,32,27,37,103.5741323633066,158
105.9466913422773,39,34,44,103.82775751543176,762
105.16261187824433,25,20,30,103.05935964067945,279
104.9823889511944,28,23,33,102.88274117217051,100
105.25061698063614,28,23,33,103.14560464102341,813
104.6412143314735,62,57,67,102.54839004484404,161
104.29042885073312,77,72,82,102.20462027371846,795
104.309227902148,45,40,50,102.22304334410504,601
103.94799802338002,70,65,75,101.86903806291242,193
103.6705254065607,35,30,40,101.59711489842948,168
104.29992979752173,51,46,56,102.21393120157128,517
104.41696024309984,51,46,56,102.32862103823784,351
104.87747178014682,73,68,78,102.77992234454388,301
105.52005159948042,41,36,46,103.40965056749081,435
105.92468630145991,42,37,47,103.80619257543071,708
104.70959337473111,34,29,39,102.61540150723648,569
104.03578696171218,65,60,70,101.95507122247793,595
104.94628036003694,67,62,72,102.8473547528362,590
104.02479454715804,75,70,80,101.94429865621487,620
104.33101171491641,40,35,45,102.24439148061808,293
104.61456773399863,72,67,77,102.52227637931865,526
104.32434535711343,74,69,79,102.23785844997116,684
104.93608511418601,54,49,59,102.83736341190229,503
105.14107103100193,70,65,75,103.03824961038188,436
105.56683637479053,22,17,27,103.45549964729472,262
105.24730830157479,73,68,78,103.1423621355433,860
104.83446201613629,35,30,40,102.73777277581355,219
104.77590978286725,44,39,49,102.6803915872099,805
105.59140423855582,67,62,72,103.4795761537847,722
104.85821582422479,56,51,61,102.76105150774029,773
104.55699012545857,40,35,45,102.4658503229494,745
104.50506780454107,31,26,36,102.41496644845024,694
103.71534503474074,36,31,41,101.64103813404591,849
103.36767057002778,72,67,77,101.30031715862722,113
103.2377527245773,53,48,58,101.17299767008576,199
103.16086850812314,32,27,37,101.09765113796068,910
102.80585326168503,64,59,69,100.74973619645132,434
104.07861900712236,28,23,33,101.99704662697991,898
103.94162965027047,31,26,36,101.86279705726506,414
104.28454743670743,45,40,50,102.19885648797327,597
103.70521419179998,36,31,41,101.63110990796397,509
103.72988457225932,61,56,66,101.65528688081413,578
104.15478245254725,66,61,71,102.0716868034963,950
103.69384409567628,24,19,29,101.61996721376275,180
103.62186309837364,41,36,46,101.54942583640616,324
103.61410288728665,50,45,55,101.54182082954091,137
103.40805948854876,42,37,47,101.33989829877778,338
102.90513387844187,48,43,53,100.84703120087303,990
103.4113053506411,25,20,30,101.34307924362828,897
102.9889712688962,24,19,29,100.92919184351827,474
102.76859869044284,60,55,65,100.71322671663398,910
102.7228327871506,62,57,67,100.66837613140758,676
102.17603120814526,65,60,70,100.13251058398235,944
103.36542526218705,78,73,83,101.2981167569433,802
103.28280975528367,49,44,54,101.21715356017799,102
103.24124986514096,25,20,30,101.17642486783814,683
102.55007863169902,54,49,59,100.49907705906504,846
102.3419861608185,25,20,30,100.29514643760213,443
101.7712375348905,67,62,72,99.73581278419269,238
101.21278997791754,50,45,55,99.18853417835919,816
101.95934842811329,70,65,75,99.92016145955103,740
101.92843219806751,46,41,51,99.88986355410616,323
101.53341430924164,25,20,30,99.5027460230568,266
101.65662717378608,26,21,31,99.62349463031035,800
101.20203396386763,40,35,45,99.17799328459029,292
101.09801314050644,57,52,62,99.07605287769631,909
101.8037204025126,79,74,84,99.76764599446234,632
101.25145456516323,47,42,52,99.22642547385996,860
101.29551451944961,61,56,66,99.26960422906062,212
101.61516593385518,37,32,42,99.58286261517807,939
101.762515669671,64,59,69,99.72726535627758,906
102.74910432828396,37,32,42,100.69412224171828,264
102.34664074957054,75,70,80,100.29970793457913,978
102.89530570850944,67,62,72,100.83739959433925,260
102.55159877720914,70,65,75,100.50056680166495,212
102.711965191351,50,45,55,100.65772588752398,675
102.20366556268718,34,29,39,100.15959225143344,715
102.61302108508244,46,41,51,100.56076066338079,434
102.72879650043767,25,20,30,100.67422057042891,641
102.84097300918171,55,50,60,100.78415354899808,717
102.77564124122922,27,22,32,100.72012841640463,965
102.93039697529393,68,63,73,100.87178903578805,506
103.46172860215088,75,70,80,101.39249403010787,116
103.85553781639511,32,27,37,101.77842706006722,772
103.1826585808449,75,70,80,101.119005409228,136
102.84102964134823,20,15,25,100.78420904852126,437
102.67798226872134,49,44,54,100.6244226233469,248
103.6883416512204,73,68,78,101.61457481819599,273
103.85305827485234,41,36,46,101.7759971093553,658
103.9342009606955,20,15,25,101.8555169414816,315
104.43669230632271,63,58,68,102.34795846019625,134
103.84336614190987,57,52,62,101.76649881907167,694
103.82265682048032,20,15,25,101.74620368407071,289
103.62858657953531,20,15,25,101.5560148479446,592
103.54487735870235,51,46,56,101.4739798115283,701
102.82894234122091,32,27,37,100.77236349439649,210
103.1605591620215,35,30,40,101.09734797878107,534
103.1764423817333,27,22,32,101.11291353409862,450
104.04023774858501,65,60,70,101.9594329936133,452
104.42488475268769,24,19,29,102.33638705763393,319
103.89487590381212,38,33,43,101.81697838573588,705
104.14509572385674,79,74,84,102.06219380937961,987
104.24951491739903,74,69,79,102.16452461905104,799
103.91009499867997,65,60,70,101.83189309870636,641
104.37600096676057,32,27,37,102.28848094742536,391
104.83374358131705,52,47,57,102.7370687096907,981
104.27213677396028,55,50,60,102.18669403848108,956
104.10252034010225,78,73,83,102.0204699333002,665
102.9756084407201,35,30,40,100.91609627190569,713
103.52458728280587,73,68,78,101.45409553714975,328
103.6007989405375,38,33,43,101.52878296172675,854
103.26473043032567,74,69,79,101.19943582171915,908
104.34605377382876,58,53,63,102.25913269835218,327
103.83158099149853,53,48,58,101.75494937166856,341
104.26560244526375,56,51,61,102.18029039635847,148
104.55834060354354,35,30,40,102.46717379147267,149
104.91687155720066,44,39,49,102.81853412605665,375
104.91370546606221,65,60,70,102.81543135674096,452
104.52086016740203,50,45,55,102.430442964054,506
104.12428660466213,22,17,27,102.04180087256888,284
103.30211466135128,28,23,33,101.23607236812425,952
104.07713727513023,39,34,44,101.99559452962762,961
104.29295817269136,62,57,67,102.20709900923752,828
103.95440618347179,34,29,39,101.87531805980235,922
103.46187223378858,22,17,27,101.3926347891128,774
103.0306052444144,29,24,34,100.96999313952611,466
103.27476328605741,72,67,77,101.20926802033625,408
103.13559339851675,69,64,74,101.07288153054641,908
103.0685317732353,72,67,77,101.0071611377706,920
102.78579873231185,73,68,78,100.73008275766561,490
102.98177875026518,69,64,74,100.92214317525988,514
102.7498543303223,45,40,50,100.69485724371584,389
102.78871112608032,37,32,42,100.73293690355871,282
102.38408651428615,31,26,36,100.33640478400042,970
102.53607375899081,29,24,34,100.485352283811,763
102.39149947377831,46,41,51,100.34366948430274,762
102.94925478623516,77,72,82,100.89026969051045,667
102.32946345047559,33,28,38,100.28287418146607,172
103.33910796714753,32,27,37,101.27232580780458,493
103.82362046236739,49,44,54,101.74714805312004,363
104.22944739785082,55,50,60,102.1448584498938,317
104.55674328894895,44,39,49,102.46560842316997,545
104.76399169590147,68,63,73,102.66871186198344,697
104.9473101778645,73,68,78,102.8483639743072,677
105.17744656459855,28,23,33,103.07389763330659,211
105.35014555634027,76,71,81,103.24314264521345,905
105.04135140464997,55,50,60,102.94052437655697,296
104.84367591422696,45,40,50,102.74680239594242,966
104.23019516376263,64,59,69,102.14559126048738,337
104.56698197542386,73,68,78,102.47564233591538,925
104.0896639114541,39,34,44,102.00787063322501,219
104.27833711424768,64,59,69,102.19277037196272,927
104.62919464507259,66,61,71,102.53661075217113,239
105.17897601193874,76,71,81,103.07539649169996,971
105.87845045998775,32,27,37,103.76088145078799,752
105.05993122872727,65,60,70,102.95873260415271,462
104.43244759633262,77,72,82,102.34379864440596,817
104.31697829133238,72,67,77,102.23063872550573,515
103.91080682906032,70,65,75,101.83259069247912,821
103.96539545851861,22,17,27,101.88608754934825,126
104.36782690500651,61,56,66,102.28047036690637,188
104.32899600948666,53,48,58,102.24241608929692,607
104.55394100318911,49,44,54,102.46286218312532,508
104.13200895572912,31,26,36,102.04936877661453,396
104.91772007381,45,40,50,102.8193656723338,797
104.75169177633637,46,41,51,102.65665794080964,237
104.79948159929714,54,49,59,102.7034919673112,327
104.3292407811152,37,32,42,102.2426559654929,798
103.74011345420857,27,22,32,101.6653111851244,400
103.89572522959784,28,23,33,101.81781072500588,243
104.2015218583007,72,67,77,102.11749142113467,483
105.10454110218915,26,21,31,103.00245028014535,680
104.52745978784867,57,52,62,102.43691059209169,430
104.90639119765085,59,54,64,102.80826337369783,388
104.5809040008152,71,66,76,102.48928592079889,980
104.87977351092917,40,35,45,102.78217804071059,299
104.49709544434242,54,49,59,102.40715353545556,318
104.86153391953945,66,61,71,102.76430324114867,572
104.39040666600062,65,60,70,102.3025985326806,832
103.64739972100033,63,58,68,101.57445172658032,390
103.34095983602455,67,62,72,101.27414063930406,205
103.18466342597716,74,69,79,101.12097015745762,385
103.03684074470878,35,30,40,100.9761039298146,968
102.21654814269256,38,33,43,100.17221717983871,136
101.51765035435022,57,52,62,99.48729734726322,811
101.8711725516892,39,34,44,99.83374910065541,522
101.60388850234183,41,36,46,99.57181073229499,750
100.80911752480588,76,71,81,98.79293517430976,557
101.64065178602641,66,61,71,99.60783875030587,629
100.97148728779315,24,19,29,98.95205754203728,758
100.89582499902978,21,16,26,98.87790849904918,644
100.90320658206092,65,60,70,98.88514245041969,601
101.48113108599404,35,30,40,99.45150846427416,403
101.45719976310107,79,74,84,99.42805576783906,745
100.5444715132228,22,17,27,98.53358208295835,931
100.28804894476346,23,18,28,98.28228796586819,491
99.94150654381612,49,44,54,97.94267641293979,449
